cycle,length,bottleneck_kzt
100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000007639767100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000008603629100→100000001609499100→100000006866783100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000000089154100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000004400305100→100000008686313100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000001660397100→100000008413748100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000008686313100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000007639767100→100000004400305100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000007639767100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000008304139100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000004390333100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000004070318100,4,6000.0
100000004070318100→100000002957787100→100000008632060100→100000006866783100→100000004351795100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000004400305100→100000005910114100→100000002957787100→100000008632060100→100000000437046100→100000004070318100,6,6000.0
100000004070318100→100000004400305100→100000005910114100→100000002957787100→100000008632060100→100000006866783100→100000004070318100,6,6000.0
100000004071070100→100000004071080100→100000004071070100,2,6000.0
100000008603629100→100000001660397100→100000008477350100→100000005910114100→100000002957787100→100000008632060100→100000008603629100,6,6000.0
100000002741024100→100000008680912100→100000002741024100,2,5990.85
100000005910114100→100000008111003100→100000003796063100→100000008477350100→100000007593823100→100000008346837100→100000005910114100,6,5800.0
100000005910114100→100000008111003100→100000003796063100→100000004400305100→100000007593823100→100000008346837100→100000005910114100,6,5800.0
100000004390333100→100000008477350100→100000007593823100→100000008346837100→100000005910114100→100000006866783100→100000004390333100,6,5800.0
100000008686313100→100000008477350100→100000007593823100→100000008346837100→100000005048668100→100000008603629100→100000008686313100,6,5800.0
100000008686313100→100000008477350100→100000007593823100→100000008346837100→100000004351795100→100000008603629100→100000008686313100,6,5800.0
100000005910114100→100000006866783100→100000007639767100→100000004400305100→100000007593823100→100000008346837100→100000005910114100,6,5800.0
100000005910114100→100000006866783100→100000002306369100→100000008477350100→100000007593823100→100000008346837100→100000005910114100,6,5800.0
100000004351795100→100000000437046100→100000007639767100→100000004400305100→100000007593823100→100000008346837100→100000004351795100,6,5800.0
100000008686313100→100000008477350100→100000007593823100→100000008346837100→100000005910114100→100000006866783100→100000008686313100,6,5800.0
100000004351795100→100000008603629100→100000001660397100→100000008477350100→100000007593823100→100000008346837100→100000004351795100,6,5800.0
100000004351795100→100000003242289100→100000008304139100→100000008477350100→100000007593823100→100000008346837100→100000004351795100,6,5800.0
100000004351795100→100000008603629100→100000007639767100→100000004400305100→100000007593823100→100000008346837100→100000004351795100,6,5800.0
100000008686313100→100000008477350100→100000007593823100→100000008346837100→100000004351795100→100000000437046100→100000008686313100,6,5800.0
100000008686313100→100000008477350100→100000007593823100→100000008346837100→100000005910114100→100000008603629100→100000008686313100,6,5800.0
100000005910114100→100000002957787100→100000008632060100→100000004400305100→100000007593823100→100000008346837100→100000005910114100,6,5800.0
100000005910114100→100000006866783100→100000008304139100→100000008477350100→100000007593823100→100000008346837100→100000005910114100,6,5800.0
100000001660397100→100000008477350100→100000007593823100→100000008346837100→100000005910114100→100000006866783100→100000001660397100,6,5800.0
100000004070318100→100000004400305100→100000007593823100→100000008346837100→100000004351795100→100000000437046100→100000004070318100,6,5800.0
100000004070318100→100000004400305100→100000007593823100→100000008346837100→100000005910114100→100000006866783100→100000004070318100,6,5800.0
100000004351795100→100000003242289100→100000004140487100→100000004400305100→100000007593823100→100000008346837100→100000004351795100,6,5800.0
100000004070318100→100000008477350100→100000007593823100→100000008346837100→100000004351795100→100000000437046100→100000004070318100,6,5800.0
100000004070318100→100000008477350100→100000007593823100→100000008346837100→100000005910114100→100000006866783100→100000004070318100,6,5800.0
100000008603629100→100000001660397100→100000008477350100→100000007593823100→100000008346837100→100000005048668100→100000008603629100,6,5800.0
100000008603629100→100000007639767100→100000004400305100→100000007593823100→100000008346837100→100000005048668100→100000008603629100,6,5800.0
100000008603629100→100000001660397100→100000008477350100→100000007593823100→100000008346837100→100000005910114100→100000008603629100,6,5800.0
100000008603629100→100000007639767100→100000004400305100→100000007593823100→100000008346837100→100000005910114100→100000008603629100,6,5800.0
100000008443341100→100000008477350100→100000007593823100→100000008346837100→100000005910114100→100000006866783100→100000008443341100,6,5800.0
100000003148220100→100000004971871100→100000003148220100,2,5650.0
100000000706545100→100000006901046100→100000000706545100,2,5500.0
100000008686313100→100000000437046100→100000008603629100→100000008686313100,3,5000.0
